2023-11-02 08:37:41.600 [main] INFO  com.geeker.GeekerAdminMpSystemApplication:55 - Starting GeekerAdminMpSystemApplication using Java 1.8.0_282 on liweideMacBook-Pro.local with PID 59951 (/Users/liwei/Desktop/开源项目/GeekerAdmin-mp/GeekerAdmin-mp-system/target/classes started by liwei in /Users/liwei/Desktop/开源项目/GeekerAdmin-mp)
2023-11-02 08:37:41.602 [main] INFO  com.geeker.GeekerAdminMpSystemApplication:651 - The following 1 profile is active: "dev"
2023-11-02 08:37:41.633 [main] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor:255 - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-02 08:37:42.157 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2023-11-02 08:37:42.159 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-11-02 08:37:42.181 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces.
2023-11-02 08:37:42.410 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'spring.datasource.dynamic-com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-02 08:37:42.412 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration$$EnhancerBySpringCGLIB$$1f2b5a78] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-02 08:37:42.423 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'dsProcessor' of type [com.baomidou.dynamic.datasource.processor.DsHeaderProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-02 08:37:42.595 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8123 (http)
2023-11-02 08:37:42.602 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8123"]
2023-11-02 08:37:42.602 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2023-11-02 08:37:42.603 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.68]
2023-11-02 08:37:42.682 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api]:173 - Initializing Spring embedded WebApplicationContext
2023-11-02 08:37:42.682 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:290 - Root WebApplicationContext: initialization completed in 1049 ms
2023-11-02 08:37:42.913 [main] INFO  com.alibaba.druid.pool.DruidDataSource:985 - {dataSource-1,master} inited
2023-11-02 08:37:42.914 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource:148 - dynamic-datasource - add a datasource named [master] success
2023-11-02 08:37:42.915 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource:228 - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2023-11-02 08:37:44.146 [main] INFO  o.s.security.web.DefaultSecurityFilterChain:55 - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@70f68288, org.springframework.security.web.context.SecurityContextPersistenceFilter@134ff8f8, org.springframework.security.web.header.HeaderWriterFilter@60d6fdd4, org.springframework.web.filter.CorsFilter@46911148, org.springframework.security.web.authentication.logout.LogoutFilter@2806d6da, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@38b3f208, com.geeker.security.filter.JwtAuthenticationFilter@26c89563, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@df921b1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@34d45ec0, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2db1b657, org.springframework.security.web.session.SessionManagementFilter@60a19573, org.springframework.security.web.access.ExceptionTranslationFilter@1dd74143, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6fff46bf]
2023-11-02 08:37:45.002 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Starting ProtocolHandler ["http-nio-8123"]
2023-11-02 08:37:45.041 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:220 - Tomcat started on port(s): 8123 (http) with context path '/api'
2023-11-02 08:37:45.058 [main] INFO  com.geeker.GeekerAdminMpSystemApplication:61 - Started GeekerAdminMpSystemApplication in 3.758 seconds (JVM running for 4.238)
